name,id,longitude_deg,latitude_deg
Solan,SOL,77.0983603,30.9083823
Sonwara,SWO,77.0046946,30.8946397
Jabli,JBL,76.9919916,30.8823850
Koti,KOTI,76.9939761,30.8518140
Taksal,TSL,76.9544300,30.8448193
Barog,BOF,77.0821890,30.8900547
Rajawari,RJI,83.1312395,25.4981088
Sathiaon,SAA,83.2873508,26.0344272
Azamgarh,AMH,83.1617545,26.0390562
Basti,BST,82.7698901,26.8154094
Duliajan,DJG,95.3066176,27.3670976
Hirakud,HKG,83.9053619,21.4798237
Sambalpur Road,SBPD,83.9760114,21.4780033
Ramanathapuram,RMD,78.8375976,9.3585685
Erode Junction,ERD:1,77.7262662,11.3281663
Simhachalam North,SCMN,83.2091798,17.7520275
Duvvada,DVD,83.1508523,17.7029972
Anakapalle,AKP,83.0080606,17.6951277
Thadi,THY,83.0667301,17.6862463
Angul,ANGL,85.1019986,20.8604182
Rairakhol,RAIR,84.3333106,21.0462204
Sambalpur City,SBPY,84.0077028,21.4765488
Talcher,TLHR,85.2011017,20.9316892
Talcher Thermal Powerhouse,TLTM,85.2108670,20.9157972
Talcher Road,TLHD,85.2080328,20.8868117
Jharsuguda Junction,JSG,84.0181128,21.8627175
Upleta,UA,70.2834343,21.7466471
Jamnagar,JAM,70.1178519,22.4683787
Hatia,HTE,85.3086250,23.3094743
Mhow,MHOW,75.7708432,22.5557287
Bhanvad,BNVD,69.7986679,21.9332279
Lalpur,LLR,69.9548315,22.1889630
Station,MYG,73.1204375,22.0506599
Bharwari,BRE,81.4903665,25.5598183
Jalamb Junction,JM,76.5735742,20.8129708
Khamgaon,KMN,76.5720934,20.7078255
Gummidipundi,GPD,80.1239358,13.4087013
Patranga,PTH,81.6261360,26.8251313
Nellore South,NLS,79.9836176,14.4443712
Venkatachalam,VKT,79.9269683,14.3260758
Vedayapalem,VDE,79.9576864,14.4051096
Fatehgarh,FGR,79.6208752,27.3698559
Chinna Salem,CHSM,78.8743248,11.6314243
Kolkata Chitpur,KOAA,88.3841238,22.6012014
Nalwar Station,NW,77.0196475,16.9357450
Wadi Junction,WADI:1,76.9917372,17.0522665
Dudhani,DUD,76.3803773,17.3623934
Gulbarga,GR,76.8251101,17.3145741
Bairagnia,BGU,85.2759646,26.7374482
Talegaon,TGN,73.6723705,18.7350717
Palwal,PWL,77.3419213,28.1519971
Kovilpatti,CVP,77.8726007,9.1823496
Srivaikuntam,SVV,77.9052094,8.6233582
Sivakasi Rail Nilayam,SVKS,77.7889518,9.4630629
Sankarankovil,SNKL,77.5255747,9.1761388
Aruppukkottai,APK,78.1031382,9.5248916
Hathras Qila,HRF,78.0580180,27.5948763
Samastipur Junction,SPJ,85.7865924,25.8593541
Bhadravati,BDVT,75.7032439,13.8424920
Devangonthi,DKN,77.8313764,12.9854609
Kannur,CAN,75.3679446,11.8718128
Sirkazhi,SY,79.7275629,11.2414703
Gudiyattam,GYM,78.9163056,12.9374891
Barkhera,BKA,77.6500818,22.9214048
Misrod,MSO,77.4580224,23.1687784
Betul,BZU,77.9048056,21.8963929
Maramjhiri,MJY,77.8828968,21.9451631
Malkapur Road,MALK,77.9709655,21.9048172
Katol,KATL,78.5896547,21.2633638
Narkher,NRKR,78.5224163,21.4642657
Bhandak,BUX,79.1133185,20.0847310
Station,NCJ:3;4,77.4442191,8.1746829
Tambaram Sanatorium,TBMS,80.1306956,12.9370826
Falaknuma,FM,78.4748988,17.3325488
Nandgaon,NGN,74.6616312,20.3107856
Station,HTZ,85.9883910,25.3673880
Sanchi junction,SCI,77.7358040,23.4878884
Raichur,RC,77.3396461,16.1939306
Karimnagar,KRMR,79.1434615,18.4584906
Rajahmundry,RJY,81.7841532,16.9845781
Dehu Road,DEHR,73.7343852,18.6803244
Kamshet,KMST,73.5522673,18.7668488
Hasimara,HSA,89.3472997,26.7269507
Alipur Duar,APD,89.5209785,26.4789636
Galgalia,GAGA,88.1124153,26.5268286
Bijni,BJF,90.7048965,26.4978370
Ledo,LEDO,95.7385859,27.2910998
Digboi,DBY,95.6162333,27.3894204
Gauribidanur,GBD,77.5123447,13.6115906
Gudlavalleru,GVL,81.0516968,16.3404695
Sukna,SN,88.3633030,26.7907232
Station,MAJN:3,74.8794978,12.8662767
Station,VLCY:3,80.2195107,12.9671758
Koduru,KOU,79.3460303,13.9489453
Station,CI,84.7462593,25.7862630
Station,CPR,84.7252866,25.7883653
Thawe Junction,THE,84.3940690,26.4388713
Kadipur,KDQ,83.0910913,25.4483995
Navsari,NVS,72.9133266,20.9480805
Boisar,BOR,72.7616161,19.7988054
Nandurbar,NDB,74.2453224,21.3740055
Hathras City,HTC,78.0545153,27.5998269
Mathura,MTJ,77.6741839,27.4802772
Hathras Road,HTJ,78.1377106,27.6230448
Aligarh Junction,ALJN,78.0748099,27.8888299
Hathras Junction,HRS,78.1370859,27.6246688
Gauriganj,GNG,81.6856679,26.2040152
Gursahaiganj,GHJ,79.7334274,27.1180386
Kannauj,KJN,79.9249069,27.0281287
Bhind,BIX,78.7770842,26.5886199
Bhongaon,BGQ,79.1664690,27.2591980
Rairu,RRU,78.1303142,26.3061321
Sikandra Rao,SKA,78.3883146,27.6843706
Malanpur,MLAR,78.1986144,26.3635527
Molakalmuru,MOMU,76.7458321,14.7097163
Arsikere Junction,ASK,76.2528992,13.3136130
Toranagallu,TNGL,76.6634059,15.2032674
Challakere,CHKE,76.6600396,14.3154458
Koppal,KBL,76.1450829,15.3540250
Anantapur,ATP,77.5952429,14.6863222
Khadarpet,KDT,77.5421974,14.9828517
Station,BJU:2,85.9881618,25.4622239
Station,BJU:4,85.9879790,25.4619237
Barauni Junction,BJU:1,85.9882152,25.4623240
Station,BJU:3,85.9881064,25.4621384
Station,BJU:5,85.9879493,25.4618898
Station,BJU:8,85.9877672,25.4615971
Station,BJU:7,85.9878410,25.4616984
Station,AVP,81.7455367,21.0519344
Bhandara Road,BRD,79.6464809,21.2385137
Sirathu,SRO,81.3198813,25.6486474
Station,QLN,76.5961631,8.8866266
Sitamarhi,SMI,85.5054251,26.5946069
Murtajapur,MZR,77.3550573,20.7365736
Madan Mahal,MML,79.9206102,23.1600288
Kadur Junction,DRU,76.0086105,13.5523280
Chikkamagalur,CMGR,75.7895010,13.3030706
Nalhati Junction,NHT,87.8385316,24.2957866
Jiaganj,JJG,88.2771332,24.2442667
Bhagwangola,BQG,88.3075443,24.3350610
Lalgola,LGL,88.2580509,24.4213532
Murshidabad,MBB,88.2816085,24.1768792
Wadi Junction,WADI:4,76.9920876,17.0523140
Bantanahal,BLL,77.2756437,15.1629285
Station,BPQ,79.3475187,19.8495815
Mul Marora,MME,79.6588768,20.0538719
Chanda Fort,CAF,79.3109956,19.9367903
Baiyyappanahalli,BYPL,77.6518589,12.9910105
Krishnarajapuram Junction,KJM,77.6745544,13.0006100
Whitefield,WFD,77.7614444,12.9960258
Bindki Road,BKO,80.5807667,26.1165351
New Guntur,NGNT,80.4567588,16.3085575
Suraimanpur,SIP,84.4812711,25.8083103
Nagasamudram,NGM,77.6433970,14.3221655
Panruti,PRT,79.5551618,11.7728609
Tiruppur,TUP,77.3392886,11.1088956
Nanpara Junction,NNP,81.5132090,27.8587590
Verka Junction,VKA,74.9322742,31.6662759
Jagadhri,JUD,77.2870041,30.1173969
Khanapur,KNP,74.4994903,15.6377696
Karavadi,KRV,80.1133691,15.5527015
Ammanabrolu,ANB,80.1485929,15.5963749
Ongole,OGL,80.0574103,15.4975372
Anupgarh,APH,73.2046162,29.1967444
Kizhvelur,KVL,79.7450863,10.7546622
Baheri,BHI,79.5005430,28.7781228
Kichha,KHH,79.5197359,28.9154383
Adipur,AI,70.0780099,23.0766542
Aduturai,ADT,79.4823944,11.0117485
Kuthalam,KTM,79.5574508,11.0698874
Mandi Dhanaura,MNDR,78.2614111,28.9528324
Bijnor,BJO,78.1468017,29.3856768
Haldaur,HLDR,78.2751387,29.2905756
Balawali,BLW,78.1115202,29.6281882
Chandok,CNK,78.1527690,29.5771566
Sansarpur,SNRR,80.4767483,28.0831402
Shamli,SMQL,77.3162885,29.4452284
Muzaffarnagar,MOZ,77.7082643,29.4698360
Deoband,DBD,77.6706351,29.6797858
Baraut,BTU,77.2732328,29.0970300
Dhule,DHI,74.7693012,20.8859391
Jamdha,JMD,74.9862812,20.5735883
Shirud,SHF,74.8780701,20.7340410
Mordad Tanda,MWK,74.9158303,20.6798780
Borvihir,BRVR,74.8414634,20.7839818
Rajmane,RM,74.9427221,20.6414393
Tiruchchirappalli Town,TPTN,78.7031411,10.8294056
Station,SKI,86.0788412,26.2088395
Kakarghatti,KKHT,85.9485768,26.1834600
Mariahu,MAY,82.5979649,25.5968769
Kulpahar,KLAR,79.6362813,25.2949923
Barsoi Junction,BOE,87.9235556,25.6510046
Meerut City,MTC,77.6756994,28.9789661
Tori,TORI,84.7401947,23.6815417
Coonoor,ONR,76.7912130,11.3442349
Sultanganj,SGG,86.7349883,25.2414945
Kishanganj,KNE,87.9504082,26.0983450
Tindharia,TDH,88.3332517,26.8521151
Khalari,KLRE,84.9993920,23.6507546
Pathardih Junction,PEH,86.4283104,23.6828600
Sudamdih,SDMD,86.4404980,23.6546788
Mankar,MNAE,87.5547961,23.4203542
Ukhra,UKA,87.2336229,23.6539104
Mantatti,MVH,77.5101671,17.2276997
Doiwala,DWO,78.1221823,30.1758609
Ambikapur,ABKP,83.1436415,23.1367437
Anuppur Junction,APR,81.6960994,23.1176542
Burhar,BUH,81.5285687,23.2126936
Jhalwara,JLW,80.4743371,23.7724181
Jukehi,JKE,80.4321314,23.9858164
Maihar,MYR,80.7639082,24.2565898
Shahdol,SDL,81.3648409,23.2859237
Manendragarh,MDGR,82.1981682,23.2186811
Khurai,KYE,78.3308966,24.0527362
Vidisha,BHS,77.8156476,23.5229752
Sawai Madhopur Junction,SWM,76.3572676,26.0191781
Indargarh,IDG,76.2329739,25.7282357
Boddavara,BDVR,83.1130125,18.1754154
Shivalingapuram,SLPM,83.0667131,18.1972113
Gorapur,GPJ,82.7945433,18.3468034
Bacheli,BCHL,81.2382317,18.7037125
Mahasamund,MSMD,82.1043753,21.1133212
Warangal Junction,WL,79.6052098,17.9731500
Harda,HD,77.1013588,22.3385446
Timarni,TBN,77.2298223,22.3762484
Lalitpur,LAR,78.3958386,24.6888782
Una Himachal,UHL,76.2754856,31.4789533
Samba,SMBX,75.1183893,32.5283000
Nainpur Junction,NIR,80.1094709,22.4258293
Padriganj,PNJ,80.1138546,22.3166477
Murliganj,MRIJ,86.9994999,25.8888030
Dantan,DNT,87.2844350,21.9299686
Anandpur Sahib,ANSB,76.5003390,31.2298381
Siddhapur,SID,72.3679874,23.9182331
Dativli,DTVL,73.0590640,19.1871530
Navaluru,NVU,75.0571989,15.4147545
Kumta,KT,74.4210018,14.4371302
Gokarna Road,GOK,74.3675740,14.5838170
Honnavar,HNA,74.4324448,14.3159693
Nabha,NBA,76.1471905,30.3630561
Paharsar,PRSR,75.4103836,28.7644299
Sidmukh,SDMK,75.2904722,28.8938900
Sadulpur Junction,SDLP,75.3866172,28.6311426
Suratpura,SURP,75.4068401,28.6620721
Jhunjhunun,JJN,75.3901787,28.1068840
Chakdayala,CKDL,75.3052652,32.4793406
Kathua,KTHU,75.5510060,32.3982413
Madhopur Punjab,MDPB,75.5950717,32.3593641
Sujanpur,SJNP,75.6135973,32.3125027
Budhi,BDHY,75.4377443,32.4393844
Chhan Arorian,CHNR,75.3585874,32.4617994
Barpeta Road,BPRD,90.9698049,26.5022058
Pathsala,PBL,91.1742851,26.4972067
Sidlaghatta,IDT,77.8641610,13.3922209
Sangli,SLI,74.5884571,16.8584520
Dundlodh Mukundgarh,DOB,75.2373539,27.9387993
Nim Ka Thana,NMK,75.7794269,27.7419677
Amta,Amta,88.0197125,22.5746327
Jaora,JAO,75.1158250,23.6295291
Nimach,NMH,74.8486340,24.4638146
Nimbahera,NBH,74.6945286,24.6244255
Udupi Railway Station,UD,74.7710217,13.3360878
Baramati,BRMT,74.5780478,18.1537938
Morbi,MVI,70.8313254,22.8245145
Wankaner Junction,WKR,70.9633164,22.6223476
Binnaguri,BNV,89.0537170,26.7470501
Hitech City,HTCY,78.3851526,17.4696885
Chaneti,CHTI,79.4275734,28.3109761
Kasganj,KSJ,78.6461832,27.8019530
Ramganga,RGB,79.3752268,28.2980300
Station,BE,79.4108046,28.3382797
Baran,BAZ,76.5118073,25.0917496
Bhonra,BON,76.1579352,25.1780423
Old Malda,OMLF,88.1435821,25.0530695
Jalal Khali,JKL,88.5140173,23.3471478
Pagla Chandi,PCX,88.3054947,23.7315730
Plassey,PLY,88.2850445,23.7780233
Jalpaiguri Road,JPE,88.7092670,26.5593561
Hindupur,HUP,77.5000873,13.8184645
Bibinagar Jn.,BN,78.7946195,17.4707695
Mansarovar,Harbour line,73.0805407,19.0168573
Malkajgiri,MJF,78.5294322,17.4482841
Dayanand Nagar,DYE,78.5314492,17.4559910
Safilguda,SFX,78.5331229,17.4616200
Kesinga,KSNG,83.2227735,20.1906391
Mallarpur,MLV,87.7252690,24.0776247
Shri Vijainagar,SBNR,73.5236379,29.2404865
Gadag Junction,GDG,75.6424240,15.4367479
Hulkoti,LKT,75.5274169,15.4327916
Harihar,HRR,75.8110859,14.5153996
Bhagega,BAGA,75.7208331,27.6773375
Chitrapur,CTTP,74.5342638,14.0382255
Multai,MTY,78.2614205,21.7832077
Seoni,SEY,79.5458969,22.0750701
Raiganj,RGJ,88.1288608,25.6186834
Sunam,SFM,75.8083282,30.1302003
Kalpi,KPI,79.7567991,26.1208324
Bayana Junction,BXN,77.2964189,26.9160529
Narasaraopet,NRT,80.0406451,16.2301024
Phaphamau Junction,PFM,81.8669503,25.5254241
Tharwai Railway Station,thw,81.9145831,25.5392504
Padugupadu,PGU,79.9904439,14.4990060
Alwar Junction,AWR,76.6216381,27.5608033
Bargarh Road,BRGA,83.6434684,21.3331613
Etah,ETH,78.6537540,27.5720874
Salpura,SYL,76.7344846,24.7701785
Chhabra Gugor,CAG,76.8519071,24.6798454
Lanka,LKA,92.9576495,25.9157407
Hojai,HJI,92.8521037,26.0018224
Radhanpur,RDHP,71.5859535,23.8464825
Korba,KRBA,82.7128135,22.3378428
Krishna,KSN,77.3290046,16.4083982
Phalodi Junction,PLC,72.3667025,27.1255276
Ghosipura,GOPA,78.1524211,26.2127889
Jora Alapur,JPO,77.8021940,26.3446486
Kudachi,KUD,74.8585774,16.6242905
Ugar Khurd,UGR,74.8213532,16.6701722
Marwar Bagra,MBGA,72.5950453,25.2092809
Anjar,AJE,70.0363528,23.1196147
Karaikal,KIK,79.8393635,10.9175072
Hospet Junction,HPT,76.3869935,15.2865104
Khodiyar Mandir,KDMR,72.0048793,21.7395422
Vartej,VTJ,72.0551896,21.7462561
Gandhidham Junction,GIMB,70.1477134,23.0683899
Bhachau,BCOB,70.3499477,23.3040727
Halvad,HVD,71.1834599,23.0184233
Ratnal,RUT,69.9034516,23.1848377
Kalyani,KYI,88.4674179,22.9691591
Akot,AKOT,77.0478933,21.0941797
Dabka,DBKA,76.7206507,21.3576596
Mahe,MAHE,75.5466983,11.6987395
Shri Karanpur,SRW,73.4587125,29.8432701
Burhanpur,BAU,76.1997823,21.3354286
Diphu,DPU,93.4401403,25.8388515
Unnao Junction,ON,80.4874180,26.5491749
Lonand,LNN,74.1902313,18.0404559
Nira,NIRA,74.2080756,18.1050131
Jhagadiya Junction,JGD,73.1493462,21.7267948
Barrackpore,BP,88.3711195,22.7602615
Rohtak Junction,ROK,76.5796368,28.8909642
Puranpur,PP,80.1505788,28.5152290
Chandrapur,CD,79.3001933,19.9602048
Annigeri,NGR,75.4335071,15.4326236
Tiptur,TTR,76.4755796,13.2558720
Bakra Road,BK,72.4890872,25.2133873
Deoghar,DGHR,86.6971868,24.5115678
Dumka,DUMK,87.2551784,24.2897627
Kochuveli,KCVL,76.8969476,8.5101751
Sakleshpur,SKLR,75.7789760,12.9454977
Madurantakam,MMK,79.8932190,12.5043444
Naharlagun,NHLN,93.7082207,27.1295760
Nakachari,NCH,94.4231715,26.7302772
Jamalpur Junction,JMP,86.4931367,25.3149763
Asnoti,AT,74.1477232,14.8765646
Firozabad,FZD,78.3866591,27.1475803
Ulhasnagar,ULNR,73.1632255,19.2180132
Indi Road,IDR,75.9191450,17.2110501
Payyanur,PAY,75.1953617,12.0915452
Sujangarh,SUJH,74.4639126,27.7093350
Sason,SSN,84.0387522,21.5593026
Castle Rock,CLR,74.3339263,15.3984910
Mayakonda,MYK,76.0869529,14.2778403
Surathkal,SL,74.8055181,12.9902598
Mandapam,MMM,79.1573605,9.2807622
Bisalehalli,BLHI,75.9670089,13.4810161
Papanasam,PML,79.2678013,10.9228330
Mantralayam Road,MALM,77.2991575,15.9482315
Kudal,KUDL,73.6778402,16.0175745
Sawantwadi Road,SWV,73.7843027,15.8682329
Hole Alur,HLAR,75.6469498,15.8203492
Kundapura,KUDA,74.7288534,13.6133238
Chandragiri,CGI,79.3122298,13.6118483
Dangoaposi,DPS,85.5955027,22.1679729
Noamundi,NOMD,85.5041645,22.1595918
Didwana,DIA,74.5577149,27.4063603
Khamil Ghat,KBK,73.8664896,25.5559395
Chintakani,CKN,80.2029370,17.1238822
Nagulavancha,NVC,80.2287133,17.0747453
Madhira,MDR,80.3662460,16.9218323
Tondalagopavaram,TNGM,80.4308285,16.8681202
Gangineni,GNN,80.5194811,16.7448808
Errupalem,YP,80.4716710,16.8248425
Cheruvumadhavaram,CVV,80.5438447,16.6853898
Wazerganj,WZJ,85.2316612,24.8137315
Chabua,CHB,95.1717879,27.4811364
Idgah Junction,IDH,78.0008393,27.1734329
Hodal,HDL,77.3866024,27.8883161
Bulandshahr,BSC,77.8479761,28.3926598
Depalsar,DEP,74.9201997,28.2366512
Chirawa,CRWA,75.6506846,28.2233413
Paramakkudi,PMK,78.5905760,9.5396314
Damalcheruvu,DCU,79.0566305,13.4779477
Krishnanagar City Junction,KNJ,88.4935064,23.3885273
Kalinarayanpur Junction,KLNP,88.5739341,23.2071072
Nayudupeta,NYP,79.9010794,13.9086971
Kurumbur,KZB,78.0394502,8.5856941
Gurgaon,GGN,77.0112079,28.4894514
Banka,BAKA,86.9125747,24.8667783
Dhamara Ghat,DHT,86.5993845,25.5909912
Sherekan,SRKN,74.4349909,29.5551980
Pulgaon Junction,PLO,78.3170997,20.7264917
Guraru,GRRU,84.7913490,24.8108871
Gate Karepalli,GKPI,80.2329185,17.4855231
Sandila,SAN,80.5163039,27.0600552
Sanawad,SWD,76.0756694,22.1731123
Nadbai,NBI,77.2067371,27.2133955
Kazipet Town,KZJT,79.5188048,17.9832046
Abohar,ABS,74.1950414,30.1391548
Hindumalkote,HMK,73.9169093,30.1363015
Kailaras,KQS,77.6190649,26.3036397
Mahbubabad,MABD,80.0008918,17.5971125
Sirsa,SSA,75.0344006,29.5400296
Ammasandra,AMSA,76.7151255,13.2652481
Bhokar,BOKR,77.6668259,19.2139814
Habibganj,HBJ,77.4391221,23.2219033
Lunkaransar,LKS,73.7450070,28.4946937
Kanasar,KNSR,73.3279676,28.1397760
Tangla,TNL,91.9031805,26.6569996
Yellakaru,YLK,79.6498068,13.8466787
Pocharam,PCZ,80.2055770,17.4673083
Ballabgarh,BVH,77.3123948,28.3405051
Diplana,DPLN,74.8811229,29.1825726
Tahsil Bhadra,TSD,75.1614542,29.1014361
Ramgarh,RAH,74.9568799,29.1805999
Nohar,NHR,74.7736279,29.1925627
Adarshnagar,AHO,74.6535078,26.4104700
Venkatagiri,VKI,79.6050846,13.9451768
Chirgaon,CGN,78.8067428,25.5758235
Marwar Lohwat,MWT,72.5899099,26.9818203
Chilbila Junction,CIL,82.0035338,25.9545687
Thakurganj,TKG,88.1285351,26.4285063
Aslu,ASLU,75.0752316,28.3689240
Budalur,BAL,78.9809591,10.7831847
Nathdwara,NDT,73.9139851,24.9123044
Channapattana,CPT,77.2039407,12.6594655
Kumbakonam,KMU,79.3893147,10.9534991
Rampur Hat,RPH,87.7818412,24.1789568
Savalyapuram,SYM,79.8198671,16.1024299
Gudivada Junction,GDV,80.9888582,16.4299811
Ambala City,UBC,76.7643603,30.3779246
Mirthal,MRTL,75.6079492,32.1126474
Faridkot,FDK,74.7624057,30.6826386
Eluru,EE,81.1198242,16.7177520
Powerpet,PRH,81.1065984,16.7130012
Nuzvid,NZD,80.9621747,16.6502833
Banspani,BSPX,85.4234561,22.0007672
Ramganj Mandi,RMA,75.9392506,24.6431051
Edduladoddi,EDD,77.5906088,15.3293531
Sangaria,SGRA,74.4664712,29.7930046
Bhurkarka,BKKA,74.7510310,29.2382273
Khinaniyan,KNNA,74.7179571,29.3456372
Salemgarhmasani,SJSM,74.4623857,29.5501093
Pili Bangan,PGK,74.0796184,29.4840534
Banisar,BS,73.8942969,28.0669735
Sudsar,SDF,73.7827601,28.0105773
Arjansar,AS,73.8714650,28.9320020
Malkisar,MLC,73.8649237,28.6446777
Birur Junction,RRB,75.9731786,13.5928214
Bahawalpur,BWPR,71.6519230,29.4032266
Pullampadi,PMB,78.9174934,10.9401938
Sukkur,SUK,68.8669923,27.7006078
Lingampally,LPI,78.3173603,17.4830776
Satrod,STD,75.8214264,29.1075988
Harnaut,HRT,85.5406184,25.3716815
Dhirera,DHRR,73.5982370,28.3612464
Gajsinghpur,GJS,73.4372844,29.6580629
Jaitsar,JES,73.6622526,29.3452099
Mahajan,MHJ,73.8536269,28.7943499
Amarpura,APA,74.0132211,29.4421729
Dabli Rathan,DBI,74.1910088,29.5426063
Rangmahal,RMH,73.9601764,29.3920754
Buglanwali,BUGL,74.2389734,29.7917506
Dhaban,DABN,74.5419291,29.8595545
Dholipal,DPK,74.2516000,29.7608267
Kalyankot,KYNT,73.6007714,29.2746277
Nawan,NAWN,74.3529494,29.6525948
Ramsinghpur,RMSR,73.3750186,29.1747287
Tibi,Tibi,74.5016064,29.5428658
Rajaldesar,RJR,74.4774180,28.0337265
Anupshahr,AUS,75.2112298,28.9479511
Gogameri,GAMI,75.0350757,29.1602440
Bissau,BUB,75.0607764,28.2412343
Fatehpur Shekhawati,FPS,74.9708502,28.0000595
Harpalu,HR,75.4917997,28.5684156
Jerthi Dadhia,JDD,75.2010775,27.7316180
Jhunpa,JUP,75.5135854,28.7659937
Kayamsar,QMRS,74.9939086,28.1009703
Lachhmangarh Sikar,LNH,75.0336365,27.8337360
Nawalgarh,NWH,75.2460832,27.8440174
Nua,NUA,75.2857060,28.0581258
Ramgarh Shekhawati,RSWT,74.9926394,28.1692263
Rampura Beri,RMB,75.6453951,28.5302010
Rasheedpura Khori,RDK,75.0814448,27.7353868
Siwani,SWNI,75.6045250,28.9153038
Ratan Shahr,RSH,75.5239810,28.1581194
Surajgarh,SRGH,75.7342998,28.3016841
Basni,BANE,73.0105831,26.2228592
Bhikamkor,BKC,72.7881268,26.8057081
Mahamandir,MMC,73.0396281,26.3104443
Mandor,MDB,73.0571010,26.3650930
Marwar Mathanya,MMY,72.9790347,26.5329450
Osiyan,OSN,72.8992441,26.7306003
Tiwari,TIW,72.8877427,26.5554588
Barwala,BXC,75.8876254,29.3680776
Dhansu,DNX,75.7999358,29.2081916
Jogi Magra,JOM,73.8190299,26.6984752
Badwasi,BWS,73.6632358,27.3108551
Chilo,CLO,73.5250897,27.4451800
Deshnok,DSO,73.3387386,27.7907641
Deswal,DSL,73.8873594,26.8440509
Khajwana,KJW,73.8614861,26.9231672
Marwar Chapri,MCPE,73.9077634,26.7828685
Palana,PAE,73.2726706,27.8535947
Shri Balaji,SBLJ,73.5375880,27.4169028
Surpura,SPO,73.4426892,27.7072857
Jalsu,JAC,74.1997911,26.8468987
Ren,REN,74.0755195,26.7892346
Balsamand,BLSD,74.4733977,27.5809301
Choti Khatu,CTKT,74.3575032,27.1560597
Khatu,KHTU,74.3311644,27.1151850
Khunkhuna,KKNA,74.4882067,27.2723810
Kiroda,KRC,74.3116721,27.0078544
Ladnun,BOW,74.6733338,27.0293902
Ladnun,LAU,74.4055949,27.6434500
Marwar Balia,MBSK,74.5458701,27.3585782
Naya Kharadia,NYK,74.9367489,27.0384470
Parhihara,PIH,74.5496059,27.9212332
Phulera Junction,FL,75.2462431,26.8733052
Talchhapar,TLC,74.4872893,27.8260856
Hansi,HNS,75.9473687,29.0879896
Kharwa,KRW,74.4263041,26.2040671
Bomadra,BOM,73.4396856,25.7805338
Kairla,KAI,73.1950126,25.8473242
Rohat,RT,73.0959876,25.9215608
Sutlana,SUT,72.9519272,25.9712933
Bhachhbar,BBC,71.0013206,25.7331473
Gagariya,GGY,70.7787734,25.7162018
Balwara,BAWA,72.5545073,25.5021745
Bamsin,BMSN,72.5444286,25.7621342
Bheempura,BIPR,72.3849316,25.1205366
Bishengarh,BISH,72.5750469,25.4484647
Ledarmer,LDM,72.3473348,25.0556222
Malwara,MBW,72.2689769,24.8013953
Marwar Kori,KOF,72.2734035,24.9119772
Marwar Ratanpur,MSQ,72.1427228,24.6778309
Modran,MON,72.4472413,25.1869489
Mokalsar,MKSR,72.5185811,25.6255970
Rakhi,RHI,72.5546382,25.6872707
Raniwara,RNV,72.2045978,24.7510706
Auwa,AUWA,73.5615015,25.6606611
Bejnal,BJN,73.9118293,24.9678035
Devgarh Madriya,DOHM,73.9006736,25.5242180
Goram Ghat,GGO,73.8672885,25.6413439
Kankroli,KDL,73.9053342,25.0340408
Kuanriya,KXA,74.0101073,25.1101410
Lawa Sardargarh,LSG,73.9777596,25.2343373
Marwar Ranawas,MRWS,73.7426306,25.6682046
Soniyana,SNYN,73.9370146,25.0678510
Bijainagar,BJNR,74.6524220,25.9305767
Gangrar,GGR,74.6252959,25.0624056
Hamirgarh,HMG,74.6173053,25.1879111
Mandpiya,MDPA,74.6377644,25.2696299
Mokhampura,MAKH,74.6591841,25.9694676
Rupaheli,RPI,74.6398326,25.8181510
Sareri,SSR,74.6244906,25.6979646
Ghosunda,GSD,74.5345486,24.8712512
Bari Sadri,BI,74.4688887,24.4121060
Gambhiri Road,GRF,74.6711060,24.6945085
Jawad Road,JWO,74.7648665,24.5590813
Shambhupura,SMP,74.6423369,24.7707570
Alniya,ALNI,75.9091761,25.0322155
Dakaniya Talav,DKNT,75.8659939,25.1442796
Dadhdevi,DDV,75.8949188,25.0916866
Dara,DARA,76.0068061,24.8320279
Dhani Kasar,DKQ,75.9327991,24.9876437
Modak,MKX,75.9736878,24.7294547
Ravtha Road,RDT,75.9585550,24.9336057
Dhuankheri,DKRA,75.8904930,24.4926303
Garot,GOH,75.6842662,24.2789395
Jhalawar Road,JHW,75.9202155,24.5422238
Nathukheri,NKH,75.6437682,24.0202251
Shamgarh,SGZ,75.6431765,24.1916834
Suwasra,SVA,75.6485976,24.0699784
Antah,ATH,76.3064721,25.1610194
Atru,ATRU,76.6702277,24.8821307
Bijora,BJK,76.3942765,25.1448813
Chajawa,CJW,76.5811005,25.0095209
Chandresal,CDSL,75.9497078,25.2096009
Digod,DXD,75.9725132,25.2005964
Bhulon,BLO,76.9540162,24.6428047
Kesholi,KOLI,76.7893460,24.7290836
Motipura Chauki,MTPC,77.0494549,24.6093059
Amli,AMLI,76.2860387,25.8280764
Ghataka Varana,GKB,76.1599565,25.5060659
Kapren,KPZ,76.0857163,25.4443424
Keshorai Patan,KPTN,75.9371082,25.3235240
Kushtala,KTA,76.3266584,25.9609745
Laban,LBN,76.2080319,25.5733568
Rawania Dungar,RWJ,76.3137614,25.8893905
Bais Godam,BSGD,75.7896875,26.9019101
Isarda,ISA,76.0180987,26.1902997
Kanakpura,KKU,75.7125920,26.9304918
Badhal,BDHL,75.4509514,27.2513319
Khandel,KNDL,75.2798424,26.9527606
Kishan Manpura,KMNP,75.5052825,27.2995249
Mindha,MNHA,75.3321139,27.1118242
